fecha,FK_TipoDato,FK_Periodo,Anyo,Valor,Secreto,data_type,extraction_date
2004-10-31,1,1970-01-01 00:00:00.000000011,2004,76.767,False,groups,2025-10-27 17:19:17
2004-11-30,1,1970-01-01 00:00:00.000000012,2004,76.692,False,groups,2025-10-27 17:19:17
2004-12-31,1,1970-01-01 00:00:00.000000001,2005,76.046,False,groups,2025-10-27 17:19:17
2005-01-31,1,1970-01-01 00:00:00.000000002,2005,76.243,False,groups,2025-10-27 17:19:17
2005-02-28,1,1970-01-01 00:00:00.000000003,2005,76.846,False,groups,2025-10-27 17:19:17
2005-03-31,1,1970-01-01 00:00:00.000000004,2005,77.953,False,groups,2025-10-27 17:19:17
2005-04-30,1,1970-01-01 00:00:00.000000005,2005,78.102,False,groups,2025-10-27 17:19:17
2005-05-31,1,1970-01-01 00:00:00.000000006,2005,78.284,False,groups,2025-10-27 17:19:17
2005-06-30,1,1970-01-01 00:00:00.000000007,2005,77.805,False,groups,2025-10-27 17:19:17
2005-07-31,1,1970-01-01 00:00:00.000000008,2005,78.147,False,groups,2025-10-27 17:19:17
2005-08-31,1,1970-01-01 00:00:00.000000009,2005,78.627,False,groups,2025-10-27 17:19:17
2005-09-30,1,1970-01-01 00:00:00.000000010,2005,79.266,False,groups,2025-10-27 17:19:17
2005-10-31,1,1970-01-01 00:00:00.000000011,2005,79.386,False,groups,2025-10-27 17:19:17
2005-11-30,1,1970-01-01 00:00:00.000000012,2005,79.557,False,groups,2025-10-27 17:19:17
2005-12-31,1,1970-01-01 00:00:00.000000001,2006,79.234,False,groups,2025-10-27 17:19:17
2006-01-31,1,1970-01-01 00:00:00.000000002,2006,79.272,False,groups,2025-10-27 17:19:17
2006-02-28,1,1970-01-01 00:00:00.000000003,2006,79.833,False,groups,2025-10-27 17:19:17
2006-03-31,1,1970-01-01 00:00:00.000000004,2006,80.959,False,groups,2025-10-27 17:19:17
2006-04-30,1,1970-01-01 00:00:00.000000005,2006,81.251,False,groups,2025-10-27 17:19:17
2006-05-31,1,1970-01-01 00:00:00.000000006,2006,81.374,False,groups,2025-10-27 17:19:17
2006-06-30,1,1970-01-01 00:00:00.000000007,2006,80.89,False,groups,2025-10-27 17:19:17
2006-07-31,1,1970-01-01 00:00:00.000000008,2006,81.055,False,groups,2025-10-27 17:19:17
2006-08-31,1,1970-01-01 00:00:00.000000009,2006,80.922,False,groups,2025-10-27 17:19:17
2006-09-30,1,1970-01-01 00:00:00.000000010,2006,81.254,False,groups,2025-10-27 17:19:17
2006-10-31,1,1970-01-01 00:00:00.000000011,2006,81.455,False,groups,2025-10-27 17:19:17
2006-11-30,1,1970-01-01 00:00:00.000000012,2006,81.678,False,groups,2025-10-27 17:19:17
2006-12-31,1,1970-01-01 00:00:00.000000001,2007,81.129,False,groups,2025-10-27 17:19:17
2007-01-31,1,1970-01-01 00:00:00.000000002,2007,81.184,False,groups,2025-10-27 17:19:17
2007-02-28,1,1970-01-01 00:00:00.000000003,2007,81.8,False,groups,2025-10-27 17:19:17
2007-03-31,1,1970-01-01 00:00:00.000000004,2007,82.93,False,groups,2025-10-27 17:19:17
2007-04-30,1,1970-01-01 00:00:00.000000005,2007,83.158,False,groups,2025-10-27 17:19:17
2007-05-31,1,1970-01-01 00:00:00.000000006,2007,83.311,False,groups,2025-10-27 17:19:17
2007-06-30,1,1970-01-01 00:00:00.000000007,2007,82.704,False,groups,2025-10-27 17:19:17
2007-07-31,1,1970-01-01 00:00:00.000000008,2007,82.818,False,groups,2025-10-27 17:19:17
2007-08-31,1,1970-01-01 00:00:00.000000009,2007,83.09,False,groups,2025-10-27 17:19:17
2007-09-30,1,1970-01-01 00:00:00.000000010,2007,84.167,False,groups,2025-10-27 17:19:17
2007-10-31,1,1970-01-01 00:00:00.000000011,2007,84.77,False,groups,2025-10-27 17:19:17
2007-11-30,1,1970-01-01 00:00:00.000000012,2007,85.125,False,groups,2025-10-27 17:19:17
2007-12-31,1,1970-01-01 00:00:00.000000001,2008,84.598,False,groups,2025-10-27 17:19:17
2008-01-31,1,1970-01-01 00:00:00.000000002,2008,84.73,False,groups,2025-10-27 17:19:17
2008-02-29,1,1970-01-01 00:00:00.000000003,2008,85.482,False,groups,2025-10-27 17:19:17
2008-03-31,1,1970-01-01 00:00:00.000000004,2008,86.402,False,groups,2025-10-27 17:19:17
2008-04-30,1,1970-01-01 00:00:00.000000005,2008,86.985,False,groups,2025-10-27 17:19:17
2008-05-31,1,1970-01-01 00:00:00.000000006,2008,87.486,False,groups,2025-10-27 17:19:17
2008-06-30,1,1970-01-01 00:00:00.000000007,2008,87.066,False,groups,2025-10-27 17:19:17
2008-07-31,1,1970-01-01 00:00:00.000000008,2008,86.879,False,groups,2025-10-27 17:19:17
2008-08-31,1,1970-01-01 00:00:00.000000009,2008,86.861,False,groups,2025-10-27 17:19:17
2008-09-30,1,1970-01-01 00:00:00.000000010,2008,87.16,False,groups,2025-10-27 17:19:17
2008-10-31,1,1970-01-01 00:00:00.000000011,2008,86.79,False,groups,2025-10-27 17:19:17
2008-11-30,1,1970-01-01 00:00:00.000000012,2008,86.345,False,groups,2025-10-27 17:19:17
2008-12-31,1,1970-01-01 00:00:00.000000001,2009,85.281,False,groups,2025-10-27 17:19:17
2009-01-31,1,1970-01-01 00:00:00.000000002,2009,85.29,False,groups,2025-10-27 17:19:17
2009-02-28,1,1970-01-01 00:00:00.000000003,2009,85.43,False,groups,2025-10-27 17:19:17
2009-03-31,1,1970-01-01 00:00:00.000000004,2009,86.264,False,groups,2025-10-27 17:19:17
2009-04-30,1,1970-01-01 00:00:00.000000005,2009,86.234,False,groups,2025-10-27 17:19:17
2009-05-31,1,1970-01-01 00:00:00.000000006,2009,86.614,False,groups,2025-10-27 17:19:17
2009-06-30,1,1970-01-01 00:00:00.000000007,2009,85.874,False,groups,2025-10-27 17:19:17
2009-07-31,1,1970-01-01 00:00:00.000000008,2009,86.174,False,groups,2025-10-27 17:19:17
2009-08-31,1,1970-01-01 00:00:00.000000009,2009,85.971,False,groups,2025-10-27 17:19:17
2009-09-30,1,1970-01-01 00:00:00.000000010,2009,86.584,False,groups,2025-10-27 17:19:17
2009-10-31,1,1970-01-01 00:00:00.000000011,2009,87.053,False,groups,2025-10-27 17:19:17
2009-11-30,1,1970-01-01 00:00:00.000000012,2009,87.031,False,groups,2025-10-27 17:19:17
2009-12-31,1,1970-01-01 00:00:00.000000001,2010,86.158,False,groups,2025-10-27 17:19:17
2010-01-31,1,1970-01-01 00:00:00.000000002,2010,86.001,False,groups,2025-10-27 17:19:17
2010-02-28,1,1970-01-01 00:00:00.000000003,2010,86.639,False,groups,2025-10-27 17:19:17
2010-03-31,1,1970-01-01 00:00:00.000000004,2010,87.562,False,groups,2025-10-27 17:19:17
2010-04-30,1,1970-01-01 00:00:00.000000005,2010,87.756,False,groups,2025-10-27 17:19:17
2010-05-31,1,1970-01-01 00:00:00.000000006,2010,87.913,False,groups,2025-10-27 17:19:17
2010-06-30,1,1970-01-01 00:00:00.000000007,2010,87.519,False,groups,2025-10-27 17:19:17
2010-07-31,1,1970-01-01 00:00:00.000000008,2010,87.74,False,groups,2025-10-27 17:19:17
2010-08-31,1,1970-01-01 00:00:00.000000009,2010,87.801,False,groups,2025-10-27 17:19:17
2010-09-30,1,1970-01-01 00:00:00.000000010,2010,88.603,False,groups,2025-10-27 17:19:17
2010-10-31,1,1970-01-01 00:00:00.000000011,2010,89.084,False,groups,2025-10-27 17:19:17
2010-11-30,1,1970-01-01 00:00:00.000000012,2010,89.631,False,groups,2025-10-27 17:19:17
2010-12-31,1,1970-01-01 00:00:00.000000001,2011,88.975,False,groups,2025-10-27 17:19:17
2011-01-31,1,1970-01-01 00:00:00.000000002,2011,89.088,False,groups,2025-10-27 17:19:17
2011-02-28,1,1970-01-01 00:00:00.000000003,2011,89.754,False,groups,2025-10-27 17:19:17
2011-03-31,1,1970-01-01 00:00:00.000000004,2011,90.871,False,groups,2025-10-27 17:19:17
2011-04-30,1,1970-01-01 00:00:00.000000005,2011,90.841,False,groups,2025-10-27 17:19:17
2011-05-31,1,1970-01-01 00:00:00.000000006,2011,90.713,False,groups,2025-10-27 17:19:17
2011-06-30,1,1970-01-01 00:00:00.000000007,2011,90.226,False,groups,2025-10-27 17:19:17
2011-07-31,1,1970-01-01 00:00:00.000000008,2011,90.338,False,groups,2025-10-27 17:19:17
2011-08-31,1,1970-01-01 00:00:00.000000009,2011,90.559,False,groups,2025-10-27 17:19:17
2011-09-30,1,1970-01-01 00:00:00.000000010,2011,91.273,False,groups,2025-10-27 17:19:17
2011-10-31,1,1970-01-01 00:00:00.000000011,2011,91.643,False,groups,2025-10-27 17:19:17
2011-11-30,1,1970-01-01 00:00:00.000000012,2011,91.762,False,groups,2025-10-27 17:19:17
2011-12-31,1,1970-01-01 00:00:00.000000001,2012,90.753,False,groups,2025-10-27 17:19:17
2012-01-31,1,1970-01-01 00:00:00.000000002,2012,90.847,False,groups,2025-10-27 17:19:17
2012-02-29,1,1970-01-01 00:00:00.000000003,2012,91.458,False,groups,2025-10-27 17:19:17
2012-03-31,1,1970-01-01 00:00:00.000000004,2012,92.743,False,groups,2025-10-27 17:19:17
2012-04-30,1,1970-01-01 00:00:00.000000005,2012,92.606,False,groups,2025-10-27 17:19:17
2012-05-31,1,1970-01-01 00:00:00.000000006,2012,92.433,False,groups,2025-10-27 17:19:17
2012-06-30,1,1970-01-01 00:00:00.000000007,2012,92.217,False,groups,2025-10-27 17:19:17
2012-07-31,1,1970-01-01 00:00:00.000000008,2012,92.736,False,groups,2025-10-27 17:19:17
2012-08-31,1,1970-01-01 00:00:00.000000009,2012,93.649,False,groups,2025-10-27 17:19:17
2012-09-30,1,1970-01-01 00:00:00.000000010,2012,94.445,False,groups,2025-10-27 17:19:17
2012-10-31,1,1970-01-01 00:00:00.000000011,2012,94.328,False,groups,2025-10-27 17:19:17
2012-11-30,1,1970-01-01 00:00:00.000000012,2012,94.394,False,groups,2025-10-27 17:19:17
2012-12-31,1,1970-01-01 00:00:00.000000001,2013,93.188,False,groups,2025-10-27 17:19:17
2013-01-31,1,1970-01-01 00:00:00.000000002,2013,93.349,False,groups,2025-10-27 17:19:17
2013-02-28,1,1970-01-01 00:00:00.000000003,2013,93.678,False,groups,2025-10-27 17:19:17
2013-03-31,1,1970-01-01 00:00:00.000000004,2013,94.028,False,groups,2025-10-27 17:19:17
2013-04-30,1,1970-01-01 00:00:00.000000005,2013,94.201,False,groups,2025-10-27 17:19:17
2013-05-31,1,1970-01-01 00:00:00.000000006,2013,94.34,False,groups,2025-10-27 17:19:17
2013-06-30,1,1970-01-01 00:00:00.000000007,2013,93.853,False,groups,2025-10-27 17:19:17
2013-07-31,1,1970-01-01 00:00:00.000000008,2013,94.145,False,groups,2025-10-27 17:19:17
2013-08-31,1,1970-01-01 00:00:00.000000009,2013,93.969,False,groups,2025-10-27 17:19:17
2013-09-30,1,1970-01-01 00:00:00.000000010,2013,94.351,False,groups,2025-10-27 17:19:17
2013-10-31,1,1970-01-01 00:00:00.000000011,2013,94.547,False,groups,2025-10-27 17:19:17
2013-11-30,1,1970-01-01 00:00:00.000000012,2013,94.632,False,groups,2025-10-27 17:19:17
2013-12-31,1,1970-01-01 00:00:00.000000001,2014,93.373,False,groups,2025-10-27 17:19:17
2014-01-31,1,1970-01-01 00:00:00.000000002,2014,93.333,False,groups,2025-10-27 17:19:17
2014-02-28,1,1970-01-01 00:00:00.000000003,2014,93.541,False,groups,2025-10-27 17:19:17
2014-03-31,1,1970-01-01 00:00:00.000000004,2014,94.373,False,groups,2025-10-27 17:19:17
2014-04-30,1,1970-01-01 00:00:00.000000005,2014,94.395,False,groups,2025-10-27 17:19:17
2014-05-31,1,1970-01-01 00:00:00.000000006,2014,94.421,False,groups,2025-10-27 17:19:17
2014-06-30,1,1970-01-01 00:00:00.000000007,2014,93.533,False,groups,2025-10-27 17:19:17
2014-07-31,1,1970-01-01 00:00:00.000000008,2014,93.681,False,groups,2025-10-27 17:19:17
2014-08-31,1,1970-01-01 00:00:00.000000009,2014,93.824,False,groups,2025-10-27 17:19:17
2014-09-30,1,1970-01-01 00:00:00.000000010,2014,94.261,False,groups,2025-10-27 17:19:17
2014-10-31,1,1970-01-01 00:00:00.000000011,2014,94.195,False,groups,2025-10-27 17:19:17
2014-11-30,1,1970-01-01 00:00:00.000000012,2014,93.646,False,groups,2025-10-27 17:19:17
2014-12-31,1,1970-01-01 00:00:00.000000001,2015,92.141,False,groups,2025-10-27 17:19:17
2015-01-31,1,1970-01-01 00:00:00.000000002,2015,92.331,False,groups,2025-10-27 17:19:17
2015-02-28,1,1970-01-01 00:00:00.000000003,2015,92.92,False,groups,2025-10-27 17:19:17
2015-03-31,1,1970-01-01 00:00:00.000000004,2015,93.774,False,groups,2025-10-27 17:19:17
2015-04-30,1,1970-01-01 00:00:00.000000005,2015,94.222,False,groups,2025-10-27 17:19:17
2015-05-31,1,1970-01-01 00:00:00.000000006,2015,94.474,False,groups,2025-10-27 17:19:17
2015-06-30,1,1970-01-01 00:00:00.000000007,2015,93.597,False,groups,2025-10-27 17:19:17
2015-07-31,1,1970-01-01 00:00:00.000000008,2015,93.286,False,groups,2025-10-27 17:19:17
2015-08-31,1,1970-01-01 00:00:00.000000009,2015,92.999,False,groups,2025-10-27 17:19:17
2015-09-30,1,1970-01-01 00:00:00.000000010,2015,93.595,False,groups,2025-10-27 17:19:17
2015-10-31,1,1970-01-01 00:00:00.000000011,2015,93.937,False,groups,2025-10-27 17:19:17
2015-11-30,1,1970-01-01 00:00:00.000000012,2015,93.663,False,groups,2025-10-27 17:19:17
2015-12-31,1,1970-01-01 00:00:00.000000001,2016,91.876,False,groups,2025-10-27 17:19:17
2016-01-31,1,1970-01-01 00:00:00.000000002,2016,91.552,False,groups,2025-10-27 17:19:17
2016-02-29,1,1970-01-01 00:00:00.000000003,2016,92.139,False,groups,2025-10-27 17:19:17
2016-03-31,1,1970-01-01 00:00:00.000000004,2016,92.785,False,groups,2025-10-27 17:19:17
2016-04-30,1,1970-01-01 00:00:00.000000005,2016,93.292,False,groups,2025-10-27 17:19:17
2016-05-31,1,1970-01-01 00:00:00.000000006,2016,93.723,False,groups,2025-10-27 17:19:17
2016-06-30,1,1970-01-01 00:00:00.000000007,2016,93.041,False,groups,2025-10-27 17:19:17
2016-07-31,1,1970-01-01 00:00:00.000000008,2016,93.161,False,groups,2025-10-27 17:19:17
2016-08-31,1,1970-01-01 00:00:00.000000009,2016,93.165,False,groups,2025-10-27 17:19:17
2016-09-30,1,1970-01-01 00:00:00.000000010,2016,94.23,False,groups,2025-10-27 17:19:17
2016-10-31,1,1970-01-01 00:00:00.000000011,2016,94.572,False,groups,2025-10-27 17:19:17
2016-11-30,1,1970-01-01 00:00:00.000000012,2016,95.132,False,groups,2025-10-27 17:19:17
2016-12-31,1,1970-01-01 00:00:00.000000001,2017,94.609,False,groups,2025-10-27 17:19:17
2017-01-31,1,1970-01-01 00:00:00.000000002,2017,94.269,False,groups,2025-10-27 17:19:17
2017-02-28,1,1970-01-01 00:00:00.000000003,2017,94.249,False,groups,2025-10-27 17:19:17
2017-03-31,1,1970-01-01 00:00:00.000000004,2017,95.154,False,groups,2025-10-27 17:19:17
2017-04-30,1,1970-01-01 00:00:00.000000005,2017,95.097,False,groups,2025-10-27 17:19:17
2017-05-31,1,1970-01-01 00:00:00.000000006,2017,95.138,False,groups,2025-10-27 17:19:17
2017-06-30,1,1970-01-01 00:00:00.000000007,2017,94.482,False,groups,2025-10-27 17:19:17
2017-07-31,1,1970-01-01 00:00:00.000000008,2017,94.67,False,groups,2025-10-27 17:19:17
2017-08-31,1,1970-01-01 00:00:00.000000009,2017,94.835,False,groups,2025-10-27 17:19:17
2017-09-30,1,1970-01-01 00:00:00.000000010,2017,95.71,False,groups,2025-10-27 17:19:17
2017-10-31,1,1970-01-01 00:00:00.000000011,2017,96.147,False,groups,2025-10-27 17:19:17
2017-11-30,1,1970-01-01 00:00:00.000000012,2017,96.19,False,groups,2025-10-27 17:19:17
2017-12-31,1,1970-01-01 00:00:00.000000001,2018,95.153,False,groups,2025-10-27 17:19:17
2018-01-31,1,1970-01-01 00:00:00.000000002,2018,95.281,False,groups,2025-10-27 17:19:17
2018-02-28,1,1970-01-01 00:00:00.000000003,2018,95.393,False,groups,2025-10-27 17:19:17
2018-03-31,1,1970-01-01 00:00:00.000000004,2018,96.181,False,groups,2025-10-27 17:19:17
2018-04-30,1,1970-01-01 00:00:00.000000005,2018,97.048,False,groups,2025-10-27 17:19:17
2018-05-31,1,1970-01-01 00:00:00.000000006,2018,97.302,False,groups,2025-10-27 17:19:17
2018-06-30,1,1970-01-01 00:00:00.000000007,2018,96.604,False,groups,2025-10-27 17:19:17
2018-07-31,1,1970-01-01 00:00:00.000000008,2018,96.742,False,groups,2025-10-27 17:19:17
2018-08-31,1,1970-01-01 00:00:00.000000009,2018,96.978,False,groups,2025-10-27 17:19:17
2018-09-30,1,1970-01-01 00:00:00.000000010,2018,97.875,False,groups,2025-10-27 17:19:17
2018-10-31,1,1970-01-01 00:00:00.000000011,2018,97.768,False,groups,2025-10-27 17:19:17
2018-11-30,1,1970-01-01 00:00:00.000000012,2018,97.329,False,groups,2025-10-27 17:19:17
2018-12-31,1,1970-01-01 00:00:00.000000001,2019,96.085,False,groups,2025-10-27 17:19:17
2019-01-31,1,1970-01-01 00:00:00.000000002,2019,96.32,False,groups,2025-10-27 17:19:17
2019-02-28,1,1970-01-01 00:00:00.000000003,2019,96.669,False,groups,2025-10-27 17:19:17
2019-03-31,1,1970-01-01 00:00:00.000000004,2019,97.644,False,groups,2025-10-27 17:19:17
2019-04-30,1,1970-01-01 00:00:00.000000005,2019,97.834,False,groups,2025-10-27 17:19:17
2019-05-31,1,1970-01-01 00:00:00.000000006,2019,97.719,False,groups,2025-10-27 17:19:17
2019-06-30,1,1970-01-01 00:00:00.000000007,2019,97.113,False,groups,2025-10-27 17:19:17
2019-07-31,1,1970-01-01 00:00:00.000000008,2019,97.059,False,groups,2025-10-27 17:19:17
2019-08-31,1,1970-01-01 00:00:00.000000009,2019,97.059,False,groups,2025-10-27 17:19:17
2019-09-30,1,1970-01-01 00:00:00.000000010,2019,98.001,False,groups,2025-10-27 17:19:17
2019-10-31,1,1970-01-01 00:00:00.000000011,2019,98.167,False,groups,2025-10-27 17:19:17
2019-11-30,1,1970-01-01 00:00:00.000000012,2019,98.096,False,groups,2025-10-27 17:19:17
2019-12-31,1,1970-01-01 00:00:00.000000001,2020,97.139,False,groups,2025-10-27 17:19:17
2020-01-31,1,1970-01-01 00:00:00.000000002,2020,97.024,False,groups,2025-10-27 17:19:17
2020-02-29,1,1970-01-01 00:00:00.000000003,2020,96.652,False,groups,2025-10-27 17:19:17
2020-03-31,1,1970-01-01 00:00:00.000000004,2020,96.944,False,groups,2025-10-27 17:19:17
2020-04-30,1,1970-01-01 00:00:00.000000005,2020,96.938,False,groups,2025-10-27 17:19:17
2020-05-31,1,1970-01-01 00:00:00.000000006,2020,97.385,False,groups,2025-10-27 17:19:17
2020-06-30,1,1970-01-01 00:00:00.000000007,2020,96.511,False,groups,2025-10-27 17:19:17
2020-07-31,1,1970-01-01 00:00:00.000000008,2020,96.555,False,groups,2025-10-27 17:19:17
2020-08-31,1,1970-01-01 00:00:00.000000009,2020,96.7,False,groups,2025-10-27 17:19:17
2020-09-30,1,1970-01-01 00:00:00.000000010,2020,97.208,False,groups,2025-10-27 17:19:17
2020-10-31,1,1970-01-01 00:00:00.000000011,2020,97.367,False,groups,2025-10-27 17:19:17
2020-11-30,1,1970-01-01 00:00:00.000000012,2020,97.574,False,groups,2025-10-27 17:19:17
2020-12-31,1,1970-01-01 00:00:00.000000001,2021,97.583,False,groups,2025-10-27 17:19:17
2021-01-31,1,1970-01-01 00:00:00.000000002,2021,97.008,False,groups,2025-10-27 17:19:17
2021-02-28,1,1970-01-01 00:00:00.000000003,2021,97.949,False,groups,2025-10-27 17:19:17
2021-03-31,1,1970-01-01 00:00:00.000000004,2021,99.105,False,groups,2025-10-27 17:19:17
2021-04-30,1,1970-01-01 00:00:00.000000005,2021,99.572,False,groups,2025-10-27 17:19:17
2021-05-31,1,1970-01-01 00:00:00.000000006,2021,100.046,False,groups,2025-10-27 17:19:17
2021-06-30,1,1970-01-01 00:00:00.000000007,2021,99.292,False,groups,2025-10-27 17:19:17
2021-07-31,1,1970-01-01 00:00:00.000000008,2021,99.743,False,groups,2025-10-27 17:19:17
2021-08-31,1,1970-01-01 00:00:00.000000009,2021,100.575,False,groups,2025-10-27 17:19:17
2021-09-30,1,1970-01-01 00:00:00.000000010,2021,102.425,False,groups,2025-10-27 17:19:17
2021-10-31,1,1970-01-01 00:00:00.000000011,2021,102.738,False,groups,2025-10-27 17:19:17
2021-11-30,1,1970-01-01 00:00:00.000000012,2021,103.965,False,groups,2025-10-27 17:19:17
2021-12-31,1,1970-01-01 00:00:00.000000001,2022,103.567,False,groups,2025-10-27 17:19:17
2022-01-31,1,1970-01-01 00:00:00.000000002,2022,104.403,False,groups,2025-10-27 17:19:17
2022-02-28,1,1970-01-01 00:00:00.000000003,2022,107.566,False,groups,2025-10-27 17:19:17
2022-03-31,1,1970-01-01 00:00:00.000000004,2022,107.375,False,groups,2025-10-27 17:19:17
2022-04-30,1,1970-01-01 00:00:00.000000005,2022,108.262,False,groups,2025-10-27 17:19:17
2022-05-31,1,1970-01-01 00:00:00.000000006,2022,110.267,False,groups,2025-10-27 17:19:17
2022-06-30,1,1970-01-01 00:00:00.000000007,2022,109.986,False,groups,2025-10-27 17:19:17
2022-07-31,1,1970-01-01 00:00:00.000000008,2022,110.265,False,groups,2025-10-27 17:19:17
2022-08-31,1,1970-01-01 00:00:00.000000009,2022,109.498,False,groups,2025-10-27 17:19:17
2022-09-30,1,1970-01-01 00:00:00.000000010,2022,109.866,False,groups,2025-10-27 17:19:17
2022-10-31,1,1970-01-01 00:00:00.000000011,2022,109.734,False,groups,2025-10-27 17:19:17
2022-11-30,1,1970-01-01 00:00:00.000000012,2022,109.899,False,groups,2025-10-27 17:19:17
2022-12-31,1,1970-01-01 00:00:00.000000001,2023,109.668,False,groups,2025-10-27 17:19:17
2023-01-31,1,1970-01-01 00:00:00.000000002,2023,110.703,False,groups,2025-10-27 17:19:17
2023-02-28,1,1970-01-01 00:00:00.000000003,2023,111.111,False,groups,2025-10-27 17:19:17
2023-03-31,1,1970-01-01 00:00:00.000000004,2023,111.773,False,groups,2025-10-27 17:19:17
2023-04-30,1,1970-01-01 00:00:00.000000005,2023,111.719,False,groups,2025-10-27 17:19:17
2023-05-31,1,1970-01-01 00:00:00.000000006,2023,112.354,False,groups,2025-10-27 17:19:17
2023-06-30,1,1970-01-01 00:00:00.000000007,2023,112.544,False,groups,2025-10-27 17:19:17
2023-07-31,1,1970-01-01 00:00:00.000000008,2023,113.149,False,groups,2025-10-27 17:19:17
2023-08-31,1,1970-01-01 00:00:00.000000009,2023,113.348,False,groups,2025-10-27 17:19:17
2023-09-30,1,1970-01-01 00:00:00.000000010,2023,113.676,False,groups,2025-10-27 17:19:17
2023-10-31,1,1970-01-01 00:00:00.000000011,2023,113.28,False,groups,2025-10-27 17:19:17
2023-11-30,1,1970-01-01 00:00:00.000000012,2023,113.308,False,groups,2025-10-27 17:19:17
2023-12-31,1,1970-01-01 00:00:00.000000001,2024,113.404,False,groups,2025-10-27 17:19:17
2024-01-31,1,1970-01-01 00:00:00.000000002,2024,113.807,False,groups,2025-10-27 17:19:17
2024-02-29,1,1970-01-01 00:00:00.000000003,2024,114.674,False,groups,2025-10-27 17:19:17
2024-03-31,1,1970-01-01 00:00:00.000000004,2024,115.472,False,groups,2025-10-27 17:19:17
2024-04-30,1,1970-01-01 00:00:00.000000005,2024,115.776,False,groups,2025-10-27 17:19:17
2024-05-31,1,1970-01-01 00:00:00.000000006,2024,116.212,False,groups,2025-10-27 17:19:17
2024-06-30,1,1970-01-01 00:00:00.000000007,2024,115.66,False,groups,2025-10-27 17:19:17
2024-07-31,1,1970-01-01 00:00:00.000000008,2024,115.707,False,groups,2025-10-27 17:19:17
